,Distance,Energy,Full Light Spectrum,Humidity (%),IR Spectrum,Luminosity (lux),Pressure (HP-900),Temperature (deg F),Time,Rain
0,0,0,0,42.4905031492376,0,0,925.534958300391,87.4488962921966,22:38:44 - 2018/08/19,0
0,0,0,0,38.6974959466045,0,0,925.768507299673,88.3384617372941,23:38:44 - 2018/08/19,0
0,0,0,0,40.6800654251979,0,0,926.012073003818,87.9842661488118,00:38:44 - 2018/08/20,0
0,0,0,0,41.1578857330803,0,0,925.986623720839,87.5345320508615,01:38:44 - 2018/08/20,0
0,0,0,0,42.6455564900776,0,0,926.353594734286,86.7218679591356,02:38:44 - 2018/08/20,0
0,0,0,0,46.5970299573329,0,0,926.570514907399,85.2893751457382,03:38:45 - 2018/08/20,0
0,0,0,0,50.2751953338819,0,0,926.778809294099,84.0357356303045,04:38:45 - 2018/08/20,0
0,0,0,0,50.5677304838904,0,0,927.45217340508,82.9452167705285,05:38:45 - 2018/08/20,0
0,0,0,36,51.5779836831025,15,46.512,928.229344153018,83.3780447118156,06:38:45 - 2018/08/20,0
0,0,0,80,50.6324793248045,37,78.8256,928.68271124267,85.2753939836447,07:38:45 - 2018/08/20,0
0,0,0,100,48.0945845616848,46,100.2048,928.908190545558,87.2152914882999,08:38:45 - 2018/08/20,0
0,5,248553,126,43.4693435899259,59,119.2992,928.988674224476,88.9856862223027,09:22:35 - 2018/08/20,0
0,0,0,134,42.175168175564,63,125.1744,929.035632604232,89.5070795211127,09:38:45 - 2018/08/20,0
0,0,0,169,34.7062156528364,79,160.9152,928.835049727183,92.4018616272969,10:38:45 - 2018/08/20,0
0,0,0,174,32.3682772409974,82,161.2416,928.262777498292,94.7939253775066,11:38:45 - 2018/08/20,0
0,0,0,160,29.5215170936676,72,171.0336,927.968476837208,96.9127890331959,12:38:45 - 2018/08/20,0
0,0,0,169,28.15962649525,76,180.9888,927.045573621777,98.1927426072143,13:38:45 - 2018/08/20,0
0,0,0,188,26.4571920370912,84,204.9792,926.145993437307,99.331134740447,14:38:46 - 2018/08/20,0
0,0,0,184,24.2773709297879,78,228.8064,925.199311369304,100.512647223307,15:38:46 - 2018/08/20,0
0,0,0,194,23.9950059766847,81,249.5328,924.83446386588,100.831913381983,16:38:46 - 2018/08/20,0
0,0,0,102,24.3888910631077,39,155.2032,925.29655411017,100.114730590185,17:38:46 - 2018/08/20,0
0,5,248502,317,21.6380186017208,149,296.3712,925.215748605955,98.6797917140433,18:20:58 - 2018/08/20,0
0,0,0,51,23.5511099274863,22,60.8736,925.273043667451,98.4904482908656,18:38:46 - 2018/08/20,0
0,0,0,0,32.8423411264444,0,0,927.648367512568,94.0080243487572,19:38:46 - 2018/08/20,0
0,0,0,2,34.7965676144645,0,8.16,928.131982096908,91.6363619079956,20:38:46 - 2018/08/20,0
0,0,0,0,35.2372234900194,0,0,929.085017675439,89.0829740095299,21:38:46 - 2018/08/20,0
0,0,0,0,33.1126249497403,0,0,929.378402901655,88.5726506832688,22:38:46 - 2018/08/20,0
0,0,0,0,36.2491730140119,0,0,928.857525304485,87.5665726522057,23:38:46 - 2018/08/20,0
0,0,0,0,40.4426305545707,0,0,928.534343078943,86.1538792916009,00:38:46 - 2018/08/21,0
0,0,0,0,37.9593688080272,0,0,927.343866605093,86.0624187341598,01:38:47 - 2018/08/21,0
0,0,0,0,40.7163005272974,0,0,927.079235005518,84.7377026858099,02:38:47 - 2018/08/21,0
0,0,0,0,41.0353393271393,0,0,928.320229704466,84.4126420533675,03:38:47 - 2018/08/21,0
0,0,0,0,41.4930271949612,0,0,928.722539315117,83.6075663126645,04:38:47 - 2018/08/21,0
0,0,0,0,44.7401641475291,0,0,929.004883247623,82.1943241391634,05:38:47 - 2018/08/21,0
0,0,0,23,46.2594985721332,10,26.928,929.847312031997,81.6799442601524,06:38:47 - 2018/08/21,0
0,0,0,51,47.5319218895784,21,67.5648,930.139518914224,81.8075196419469,07:38:47 - 2018/08/21,0
0,0,0,93,47.7509694612578,41,105.1008,930.533363858873,82.5164677298149,08:38:47 - 2018/08/21,0
0,0,0,178,44.6040705936097,81,184.2528,930.646765882427,84.586823209078,09:38:47 - 2018/08/21,0
0,0,0,206,39.2052417750734,96,198.1248,930.36729379668,87.7238629667704,10:38:47 - 2018/08/21,0
0,1,308533,201,38.1058194835624,93,197.7984,930.200889732567,88.3332187049749,10:52:44 - 2018/08/21,0
0,0,0,219,35.3291768290392,96,251.1648,930.1514619929,90.6826963481069,11:38:47 - 2018/08/21,0
0,0,0,138,32.8896129524641,59,168.2592,929.866954576418,91.99988644831,12:38:47 - 2018/08/21,0
0,0,0,233,34.145023868029,102,268.1376,929.366080298034,91.6538390311238,13:38:47 - 2018/08/21,0
0,0,0,194,33.605919864458,83,236.1504,928.375564191954,93.7674193669623,14:38:47 - 2018/08/21,0
0,0,0,202,31.5071606440417,87,242.0256,927.653363656284,94.9587961177756,15:38:48 - 2018/08/21,0
0,0,0,132,31.1450413826781,55,170.544,927.400839887044,95.2559134133378,16:38:48 - 2018/08/21,0
0,0,0,321,29.8747976363138,142,359.5296,927.373324439061,94.8288802910819,17:38:48 - 2018/08/21,0
0,0,0,21,31.7380685157871,10,18.768,927.784462417529,93.0974557604041,18:38:48 - 2018/08/21,0
0,0,0,0,33.5810933490788,0,0,928.359905601478,91.3404162359982,19:38:48 - 2018/08/21,0
0,0,0,0,38.0119372251305,0,0,928.992410177924,89.7284537079591,20:38:48 - 2018/08/21,0
0,0,0,0,40.3310564968209,0,0,929.651345412308,87.9941696336046,21:38:48 - 2018/08/21,0
0,0,0,0,41.504515994165,0,0,929.88736778394,86.4078719322211,22:38:48 - 2018/08/21,0
0,0,0,0,43.4768603695333,0,0,929.837428650446,85.4664699676124,23:38:48 - 2018/08/21,0
0,0,0,0,45.4197727757714,0,0,929.997840434009,84.349727165845,00:38:48 - 2018/08/22,0
0,0,0,0,47.9973820103909,0,0,929.848326267496,83.6856270310306,01:38:49 - 2018/08/22,0
0,0,0,0,49.7151652652476,0,0,929.483432531712,82.5758866883119,02:38:49 - 2018/08/22,0
0,0,0,0,49.2965127532329,0,0,929.620786066394,82.0824769629061,03:38:49 - 2018/08/22,0
0,0,0,0,52.4239685937158,0,0,930.041131116173,81.1533327639823,04:38:49 - 2018/08/22,0
0,0,0,0,53.7919677691456,0,0,930.478247966725,80.8341044853126,05:38:49 - 2018/08/22,0
0,0,0,39,54.3466246709771,17,45.3696,931.06213346839,81.0752732376185,06:38:49 - 2018/08/22,0
0,0,0,79,53.5665725189805,36,81.4368,931.509033842668,82.5782168439809,07:38:49 - 2018/08/22,0
0,0,0,101,49.8339516295676,46,104.2848,931.865083190245,84.4907031506955,08:38:49 - 2018/08/22,0
0,0,0,150,46.1223932946948,71,136.9248,931.889800780787,86.9467337537557,09:38:49 - 2018/08/22,0
0,0,0,130,42.2136358708864,59,135.6192,931.486758141904,89.1027811109279,10:38:49 - 2018/08/22,0
0,0,0,170,33.9708241664582,80,158.304,930.715111265688,92.8970497813357,11:38:49 - 2018/08/22,0
0,0,0,251,30.1342473395977,113,267.9744,930.060093514053,95.8961738654104,12:38:49 - 2018/08/22,0
0,0,0,229,27.29031231863,103,245.1264,929.122202320711,98.8586486230746,13:38:49 - 2018/08/22,0
0,1,399296,119,29.5201289483182,50,150.96,928.850104722885,97.4225554314541,14:10:20 - 2018/08/22,0
0,1,38254,70,79.1788090998498,30,84.864,931.286159374709,85.94474344146,14:22:36 - 2018/08/22,0
0,0,0,81,51.3474022162856,36,89.5968,928.652626067178,86.7958522672333,14:38:49 - 2018/08/22,0
0,20,13307,40,59.9755312183306,17,49.4496,929.243185355679,86.5307905287166,14:53:10 - 2018/08/22,0
0,1,25360,21,60.5567853152923,9,25.4592,930.259666959822,81.5424658763984,15:05:05 - 2018/08/22,0
0,5,26850,29,68.2877623945748,12,38.0256,929.75349913659,79.540886724097,15:19:36 - 2018/08/22,0
0,0,0,118,67.0720196155434,50,146.88,929.476520405253,80.0267159976174,15:38:50 - 2018/08/22,0
0,0,0,215,66.255211938159,93,254.9184,928.511103520247,84.2978806561039,16:38:50 - 2018/08/22,0
0,0,0,403,48.2200348575521,172,493.3536,927.98566333069,89.1115195387672,17:38:50 - 2018/08/22,0
0,0,0,25,50.2555453442137,11,28.3968,928.492569514446,87.7634768472887,18:38:50 - 2018/08/22,0
0,0,0,0,55.8812207141071,0,0,929.061564575172,85.5678335362852,19:38:50 - 2018/08/22,0
0,0,0,0,58.67226170085,0,0,929.784304467773,84.5437148123679,20:38:50 - 2018/08/22,0
0,0,0,0,59.976779679872,0,0,930.228985459761,83.8755360963129,21:38:50 - 2018/08/22,0
0,12,48520,0,60.8025076673621,0,0,930.247968284852,83.7246574039929,21:47:48 - 2018/08/22,0
0,0,0,0,60.9339677798348,0,0,930.226255130567,83.2178458131686,22:38:50 - 2018/08/22,0
0,0,0,0,62.9407220779688,0,0,930.227597935308,82.6096739487171,23:38:50 - 2018/08/22,0
0,0,0,0,60.7181978326646,0,0,930.140621358338,82.4081155661889,00:38:50 - 2018/08/23,0
0,0,0,0,59.5780344720523,0,0,930.076692782511,81.4824647531135,01:38:50 - 2018/08/23,0
0,0,0,0,68.6147288764312,0,0,930.047986138174,80.4857502400756,02:38:51 - 2018/08/23,0
0,0,0,0,73.9304992412569,0,0,929.82966510842,78.6513684696751,03:38:51 - 2018/08/23,0
0,0,0,0,72.9500158552296,0,0,929.925685821793,78.397970233124,04:38:51 - 2018/08/23,0
0,0,0,0,71.3795744544095,0,0,930.437212198252,78.1276792076086,05:38:51 - 2018/08/23,0
0,0,0,42,69.7408492955251,20,37.536,930.939816797,78.5214654172781,06:38:51 - 2018/08/23,0
0,0,0,82,65.8724639500695,37,86.9856,931.617559544267,79.8834136898009,07:38:51 - 2018/08/23,0
0,0,0,133,62.4286631386618,62,127.7856,931.662533336198,81.9851932824001,08:38:51 - 2018/08/23,0
0,0,0,170,53.9701072504307,75,191.76,931.647109429756,84.9392638997965,09:38:51 - 2018/08/23,0
0,0,0,248,50.2221132223842,114,249.0432,931.012744906011,87.3329676825494,10:38:51 - 2018/08/23,0
0,0,0,101,47.1971315233405,43,124.3584,930.512712469421,87.2706342425215,11:38:51 - 2018/08/23,0
0,0,0,210,44.7815856562534,95,221.136,930.02887100626,88.069902183926,12:38:51 - 2018/08/23,0
0,0,0,112,45.6102738155582,47,142.4736,929.82805143421,86.7562386178476,13:38:51 - 2018/08/23,0
0,0,0,94,45.5592936535707,40,115.872,929.286811554075,86.6880798609043,14:38:51 - 2018/08/23,0
0,0,0,70,52.5651811111382,30,84.864,929.476530323144,85.4909370302402,15:38:52 - 2018/08/23,0
0,0,0,64,52.0869011824179,27,80.4576,929.108553224313,83.4590180321936,16:38:52 - 2018/08/23,0
0,0,0,50,51.7924506535583,21,63.4848,928.421641684949,82.429086947172,17:38:52 - 2018/08/23,0
0,0,0,49,51.8696857070616,24,39.3312,928.180215125502,82.0119899791199,18:38:52 - 2018/08/23,0
0,0,0,2,53.9129939182911,0,8.16,928.796942688894,81.6974203340488,19:38:52 - 2018/08/23,0
0,0,0,2,56.9645558207492,0,8.16,929.185725042133,80.8521630029264,20:38:52 - 2018/08/23,0
0,0,0,2,60.7039923890315,0,8.16,929.635746867938,80.1740961425535,21:38:52 - 2018/08/23,0
0,0,0,0,61.956077641997,0,0,929.131084554694,79.5723432526674,22:38:52 - 2018/08/23,0
0,0,0,0,62.4485835326686,0,0,929.144007257206,78.9874858084916,23:38:52 - 2018/08/23,0
0,0,0,0,64.7176018170077,0,0,928.351420941232,78.5249605653378,00:38:52 - 2018/08/24,0
0,0,0,0,67.1219902246337,0,0,928.401386536306,77.9494271775534,01:38:52 - 2018/08/24,0
0,0,0,0,67.3350006802377,0,0,928.401609458904,78.3630187826089,02:38:52 - 2018/08/24,0
0,0,0,0,72.035750095334,0,0,928.247338633668,77.0581699014761,03:38:53 - 2018/08/24,0
0,0,0,0,70.4393020998167,0,0,928.064399678074,76.7645803182567,04:38:53 - 2018/08/24,0
0,0,0,0,72.0201859439189,0,0,928.367556540472,76.5426409188007,05:38:53 - 2018/08/24,0
0,0,0,20,74.191371130727,8,28.0704,928.584804962824,76.288080871004,06:38:53 - 2018/08/24,0
0,0,0,64,69.3973653089233,27,80.4576,929.217821060021,77.4513710504183,07:38:53 - 2018/08/24,0
0,0,0,104,65.4981843057916,45,123.216,929.510075923603,78.918165192381,08:38:53 - 2018/08/24,0
0,0,0,198,54.7770923604674,93,185.5584,929.682847359354,82.6819088043986,09:38:53 - 2018/08/24,0
0,0,0,166,52.3443798763164,75,175.44,929.372393541581,83.8714582920128,10:38:53 - 2018/08/24,0
0,0,0,195,41.8208758681016,90,193.392,928.749194933988,87.2170391539403,11:38:53 - 2018/08/24,0
0,0,0,201,34.772244039237,94,191.1072,927.705791469354,89.385906407136,12:38:53 - 2018/08/24,0
0,0,0,223,31.6608244418999,106,200.5728,926.772614352997,91.3112877535215,13:38:53 - 2018/08/24,0
0,0,0,170,32.1824213588237,78,171.6864,925.390727699257,92.9593853360874,14:38:53 - 2018/08/24,0
0,0,0,73,31.7402747443286,28,110.4864,924.839724156636,92.3645769320214,15:38:53 - 2018/08/24,0
0,0,0,175,30.5638765813853,76,205.4688,924.660550492422,92.9687065425499,16:38:54 - 2018/08/24,0
0,0,0,92,30.3974597000927,38,121.0944,924.753620721976,92.6471252223251,17:38:54 - 2018/08/24,0
0,0,0,9,32.8137594065775,4,9.9552,925.212518845981,91.6229627815113,18:38:54 - 2018/08/24,0
0,0,0,0,62.0404694860272,0,0,927.56680899736,81.4026574674351,19:38:54 - 2018/08/24,0
0,1,396403,0,63.3283071341981,0,0,927.851590713702,79.7441892085324,19:42:55 - 2018/08/24,0
0,0,0,0,71.6506142515394,0,0,928.506797386758,78.8401067181712,20:38:54 - 2018/08/24,0
0,0,0,0,73.0537314725992,0,0,928.672627794287,78.3746692652953,21:38:54 - 2018/08/24,0
0,0,0,0,74.1040142912594,0,0,928.191059618988,76.5531262380738,22:38:54 - 2018/08/24,0
0,0,0,0,77.0318200252657,0,0,928.614726429439,75.7387684151603,23:38:54 - 2018/08/24,1
0,0,0,0,72.1376188615994,0,0,928.810281839726,75.3886773328423,00:38:54 - 2018/08/25,0
0,0,0,0,69.8771866322767,0,0,928.099668680719,75.3106205200871,01:38:54 - 2018/08/25,0
0,0,0,0,73.0679886200654,0,0,927.270460316152,74.9319872482843,02:38:54 - 2018/08/25,0
0,0,0,0,77.3460834978118,0,0,927.00966063016,74.7385933568837,03:38:54 - 2018/08/25,1
0,0,0,0,76.2237537010223,0,0,927.506580546803,74.1659856576666,04:38:55 - 2018/08/25,1
0,0,0,0,79.623382062316,0,0,927.64872089461,73.7541520446436,05:38:55 - 2018/08/25,1
0,0,0,20,79.7743077939182,8,28.0704,928.556634772312,73.8193929448585,06:38:55 - 2018/08/25,1
0,0,0,61,73.6452148444644,26,74.9088,928.94928702226,75.2150883514959,07:38:55 - 2018/08/25,0
0,0,0,114,68.2530483981756,51,123.8688,929.404164886812,77.196227087559,08:38:55 - 2018/08/25,0
0,0,0,129,60.2588513569633,58,138.2304,929.714938202699,79.4651580686799,09:38:55 - 2018/08/25,0
0,0,0,159,53.2823572463505,77,133.4976,929.46225846931,82.9015262604924,10:38:55 - 2018/08/25,0
0,0,0,159,47.8821602857351,73,160.2624,928.858050678999,86.1457235710546,11:38:55 - 2018/08/25,0
0,0,0,135,39.5532138989197,65,115.872,928.131217370226,89.2023992155911,12:38:55 - 2018/08/25,0
0,0,0,139,34.1844855095589,66,125.5008,927.299355031514,90.9349482199626,13:38:55 - 2018/08/25,0
0,0,0,137,31.7245155525695,63,137.4144,926.535872563264,92.7747090410576,14:38:55 - 2018/08/25,0
0,0,0,153,29.804877289329,67,175.9296,926.301942579366,94.9483096347153,15:38:55 - 2018/08/25,0
0,0,0,115,36.4353495543851,50,134.64,926.272866792261,93.4423410355256,16:38:56 - 2018/08/25,0
0,0,0,56,38.096533451823,24,67.8912,926.696504764424,91.8058900800506,17:38:56 - 2018/08/25,0
0,0,0,13,41.4196259993556,6,12.8928,926.879674736175,89.4360068185258,18:38:56 - 2018/08/25,0
0,0,0,0,46.3962047032422,0,0,927.383656401022,87.5094821304859,19:38:56 - 2018/08/25,0
0,0,0,0,51.1215224497942,0,0,928.178652090371,86.2599036952024,20:38:56 - 2018/08/25,0
0,0,0,0,54.7810269929677,0,0,928.678580496346,84.692846610821,21:38:56 - 2018/08/25,0
0,0,0,0,52.3675336183383,0,0,928.530178044437,83.9244697557344,22:38:56 - 2018/08/25,0
0,0,0,0,54.1932578635261,0,0,928.64131692937,83.0459962575769,23:38:56 - 2018/08/25,0
0,0,0,0,58.4809184956447,0,0,928.467633985364,82.066748459795,00:38:56 - 2018/08/26,0
0,0,0,0,63.9165164116238,0,0,928.208292770409,80.708277449431,01:38:56 - 2018/08/26,0
0,0,0,0,63.6283838804037,0,0,928.171912799062,79.9684630120218,02:38:56 - 2018/08/26,0
0,0,0,0,63.0809467028543,0,0,928.25663225795,79.6142853000435,03:38:56 - 2018/08/26,0
0,0,0,0,65.86447980642,0,0,928.584585578152,78.6321451416046,04:38:56 - 2018/08/26,0
0,0,0,0,66.6952355265818,0,0,928.967825010689,78.2156402472949,05:38:57 - 2018/08/26,0
0,0,0,34,70.5182584102315,14,45.0432,929.454715145285,77.6622437543917,06:38:57 - 2018/08/26,0
0,0,0,70,65.6472687371052,32,71.4816,929.713269212527,79.0841852037417,07:38:57 - 2018/08/26,0
0,0,0,98,58.8150814856506,46,92.0448,929.902854939994,81.6275160495135,08:38:57 - 2018/08/26,0
0,0,0,121,52.8506720171887,57,112.2816,930.129583093404,84.465071144536,09:38:57 - 2018/08/26,0
0,0,0,145,46.4044380159641,69,129.9072,929.841783793477,87.1267431199595,10:38:57 - 2018/08/26,0
0,0,0,177,43.9342286813097,84,160.0992,929.359036311155,88.4508956924726,11:38:57 - 2018/08/26,0
0,0,0,187,37.6381238987835,88,174.1344,928.707775509512,91.7919083685823,12:38:57 - 2018/08/26,0
0,0,0,88,32.1166490605154,36,118.1568,927.993109339526,94.3727192481559,13:38:57 - 2018/08/26,0
0,0,0,185,32.9536267500588,84,192.7392,927.173118075152,95.4586525793447,14:38:57 - 2018/08/26,0
0,0,0,184,30.2861664537501,83,195.3504,926.436018983487,96.4944904618279,15:38:57 - 2018/08/26,0
0,0,0,159,33.2285085646787,69,187.0272,926.124333302117,94.6640096799568,16:38:58 - 2018/08/26,0
0,0,0,713,31.558083581219,296,928.4448,925.744517784431,94.9861774933364,17:38:58 - 2018/08/26,0
0,0,0,73,32.8253577676502,35,63.648,925.711897073596,94.0010334000527,18:38:58 - 2018/08/26,0
0,0,0,0,36.9637447199878,0,0,925.988212919947,91.9655147028584,19:38:58 - 2018/08/26,0
0,0,0,0,39.6198621682114,0,0,926.701347658007,90.4974400214446,20:38:58 - 2018/08/26,0
0,0,0,0,43.7850968376011,0,0,927.061087115341,89.0806437624621,21:38:58 - 2018/08/26,0
0,0,0,0,46.0500668476866,0,0,927.056062824181,87.7931872638871,22:38:58 - 2018/08/26,0
0,0,0,0,47.9574767544948,0,0,927.174561775135,86.3950557804853,23:38:58 - 2018/08/26,0
0,0,0,0,53.2630933367904,0,0,927.132811233655,84.7522663491297,00:38:58 - 2018/08/27,0
0,0,0,0,54.9154381294613,0,0,926.960604082239,83.5219325817961,01:38:58 - 2018/08/27,0
0,0,0,0,58.1771875508809,0,0,926.893883559711,82.1547115889448,02:38:58 - 2018/08/27,0
0,0,0,0,58.2399028041921,0,0,927.035770733533,81.2611015734496,03:38:59 - 2018/08/27,0
0,0,0,0,59.4558638619369,0,0,927.262007306111,80.5847806366829,04:38:59 - 2018/08/27,0
0,0,0,0,58.751139701901,0,0,927.461814335946,80.1146780446463,05:38:59 - 2018/08/27,0
0,0,0,33,59.9514629747073,14,40.9632,927.740008827483,80.0074925101086,06:38:59 - 2018/08/27,0
0,0,0,71,58.0450191006992,33,68.8704,928.013643480162,80.9977962813678,07:38:59 - 2018/08/27,0
0,0,0,100,49.5175869811774,47,93.5136,928.066208655638,83.2929936408997,08:38:59 - 2018/08/27,0
0,0,0,122,45.8182650771154,58,109.6704,928.360739625524,86.0280482192436,09:38:59 - 2018/08/27,0
0,0,0,135,39.3221115767428,65,115.872,928.185508957167,89.0969554926241,10:38:59 - 2018/08/27,0
0,0,0,149,32.3575888483125,71,132.8448,927.97400290678,91.9037620933324,11:38:59 - 2018/08/27,0
0,0,0,166,29.028226354143,78,155.3664,927.251920298823,94.6919735883235,12:38:59 - 2018/08/27,0
0,0,0,139,19.747435617411,66,125.5008,926.548478262409,96.3750600048297,13:38:59 - 2018/08/27,0
0,0,0,163,15.0910853541127,75,163.2,925.594994552234,98.4246150897559,14:39:00 - 2018/08/27,0
0,0,0,175,19.1454167116557,75,212.16,924.86549022408,97.9294104322082,15:39:00 - 2018/08/27,0
0,0,0,69,16.5161626001612,27,100.8576,924.277484837684,97.4312942976552,16:39:00 - 2018/08/27,0
0,0,0,471,17.1324019252289,194,623.5872,924.087385252396,97.9294104322082,17:39:00 - 2018/08/27,0
0,0,0,70,17.0653902260009,33,64.7904,923.9757141506,98.2597409042975,18:39:00 - 2018/08/27,0
0,0,0,0,20.3974689820446,0,0,924.259962935088,94.1653207725139,19:39:00 - 2018/08/27,0
0,0,0,0,29.5001438895642,0,0,924.892595214713,89.2431785739424,20:39:00 - 2018/08/27,0
0,0,0,0,27.451125742434,0,0,925.478059960522,87.4850147700509,21:39:00 - 2018/08/27,0
0,0,0,0,31.5612162714843,0,0,925.863680984979,85.1635447293303,22:39:00 - 2018/08/27,0
0,0,0,0,27.2823662458892,0,0,925.708805204496,85.26840340304,23:39:00 - 2018/08/27,0
0,0,0,0,32.590389508789,0,0,926.145425368817,83.8831091617075,00:39:00 - 2018/08/28,0
0,0,0,0,37.7394341792701,0,0,926.154335932577,81.6898473684676,01:39:00 - 2018/08/28,0
0,0,0,0,41.7115365113381,0,0,926.175681963032,79.6643827594236,02:39:01 - 2018/08/28,0
0,0,0,0,43.5991342356581,0,0,926.463633668025,78.6292325163337,03:39:01 - 2018/08/28,0
0,0,0,0,42.1881205591385,0,0,926.307024474347,79.0107868624312,04:39:01 - 2018/08/28,0
0,0,0,0,44.8784287343443,0,0,927.048308588636,78.7463200925301,05:39:01 - 2018/08/28,0
0,0,0,39,46.2323733553117,16,52.0608,927.407871014649,78.5162226953267,06:39:01 - 2018/08/28,0
0,0,0,56,46.8279451209509,23,74.5824,927.92850736138,80.4333224069907,07:39:01 - 2018/08/28,0
0,0,0,77,46.8914866113221,32,100.0416,928.120238189454,83.1228916299286,08:39:01 - 2018/08/28,0
0,0,0,94,39.3078808328324,39,122.5632,928.446292710522,86.1398980566242,09:39:01 - 2018/08/28,0
0,0,0,104,33.9735487195357,44,129.9072,928.152324931998,89.6707798781852,10:39:01 - 2018/08/28,0
0,0,0,105,28.0311612098651,44,133.9872,927.674082073983,92.867921025465,11:39:01 - 2018/08/28,0
0,0,0,108,23.0580327097065,46,132.8448,926.996993941085,95.8775311239541,12:39:01 - 2018/08/28,0
0,0,0,110,22.4511973014483,46,141.0048,926.383031670609,97.7121034433559,13:39:01 - 2018/08/28,0
0,0,0,104,20.7581490764525,43,136.5984,925.710797857217,98.0797194543401,14:39:02 - 2018/08/28,0
0,0,0,101,18.5914330230407,41,137.7408,925.055748835704,98.8976825669711,15:39:02 - 2018/08/28,0
0,0,0,106,17.3915354345292,43,144.7584,924.778679580272,99.0899394396129,16:39:02 - 2018/08/28,0
0,0,0,889,17.0403156413502,422,803.4336,924.634440292823,99.5088271550537,17:39:02 - 2018/08/28,0
